,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,9.57041168457943,404.0,5.297914484046627,29.801011562347412
1,2.0,7.769203433978932,328.0,4.9468083366208475,51.45301127433777
2,3.0,6.298782300810605,268.0,4.68699589767114,67.22601127624512
3,4.0,5.1282320870620515,220.0,4.437186068523954,79.05101180076599
4,5.0,3.9757361352359384,180.0,4.19886669974669,88.1720016002655
5,6.0,2.96236402020876,148.0,3.926602867558934,95.24100041389465
6,7.0,2.151010866086477,124.0,3.6411752090221605,100.76199841499329
7,8.0,1.515263761073101,104.0,3.3970468148062407,105.17699813842773
8,9.0,0.9904483925018032,88.0,3.012131332312867,108.65301156044006
9,10.0,0.6021338636957337,76.0,2.7924350120675614,111.5250141620636
10,11.0,0.37603692009911016,66.0,2.557579667518389,113.94301176071167
11,12.0,0.22333764578205922,58.0,2.3865073433021027,115.98501253128052
12,13.0,0.10264316086491054,52.0,2.242236440861162,117.75801181793213
13,14.0,0.03674365651914834,46.0,2.1603212787000827,119.32301163673401
14,15.0,0.018937337703082646,42.0,1.9886489285380615,120.69801187515259
15,16.0,0.006822997845662527,38.0,2.0036219210765753,121.93001103401184
16,17.0,0.0034022520248401427,36.0,1.9620321979810376,123.04701161384583
17,18.0,0.0019510074081137729,34.0,1.846784946402326,124.09901118278503
18,19.0,0.0012759881742747,32.0,1.9056585084756588,125.0960123538971
19,20.0,0.0009849507676281046,30.0,2.0156303153005384,126.02701139450073
20,21.0,0.0007191172246385576,28.0,2.1120497651871575,126.8750114440918
21,22.0,0.000609332525164349,30.0,2.181779748891471,127.68101263046265
22,23.0,0.0007939948938944438,34.0,2.289315982504638,128.54800152778625
23,24.0,0.0005024987986632848,32.0,2.2807713931412796,129.5449562072754
24,25.0,0.00033009782143614025,30.0,2.491776701902675,130.45694255828857
25,26.0,0.0002897584075819659,28.0,2.5958003984459137,131.30595421791077
26,27.0,0.00024386592839449427,28.0,2.574362053093533,132.06895422935486
27,28.0,0.00023336858298600766,28.0,2.5438038903752127,132.8249568939209
28,29.0,0.00023052727123509727,28.0,2.5414011832127694,133.56895399093628
29,30.0,0.00022673798154049368,28.0,2.5195310220888083,134.3209547996521
30,31.0,0.00022381521672011967,28.0,2.4806109288003326,135.06795454025269
31,32.0,0.00022065087198146904,30.0,2.5265766785995183,135.8239541053772
32,33.0,0.00021768684396936022,32.0,2.5205442194263035,136.64595437049866
33,34.0,0.0002125500677417465,30.0,2.5126797426878698,137.50895714759827
34,35.0,0.00020653455845549192,28.0,2.4850374432191273,138.3349540233612
35,36.0,0.0002020701568035031,30.0,2.463164652756121,139.0919542312622
