,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,-3005.555754334187,460.0,3.8195652173913044,30.745012283325195
1,2.0,-3050.410562026803,424.0,4.162735849056604,57.67799949645996
2,3.0,-3084.187690763583,392.0,4.50765306122449,81.378000497818
3,4.0,-3111.300888487428,362.0,4.900552486187845,102.33101224899292
4,5.0,-3133.0393693522133,336.0,5.285714285714286,120.79201245307922
5,6.0,-3155.1600201387005,312.0,5.756410256410256,137.35101222991943
6,7.0,-3181.019716538514,290.0,6.258620689655173,152.13101243972778
7,8.0,-3201.822861593626,270.0,6.796296296296297,165.39401531219482
8,9.0,-3223.1877315257734,252.0,7.353174603174603,177.32900023460388
9,10.0,-3244.680426541128,236.0,7.877118644067797,188.20801258087158
10,11.0,-3263.221433110217,222.0,8.36036036036036,198.03601264953613
11,12.0,-3281.1699191936864,210.0,8.90952380952381,207.03001236915588
12,13.0,-3302.970200298548,198.0,9.48989898989899,215.33899927139282
13,14.0,-3322.020374640903,188.0,10.079787234042554,223.0890007019043
14,15.0,-3341.0473300237927,180.0,10.561111111111112,230.26801228523254
15,16.0,-3357.682782999468,172.0,11.063953488372093,237.02601265907288
16,17.0,-3367.2231226600943,164.0,11.512195121951219,243.45401239395142
17,18.0,-3371.74465139585,158.0,11.968354430379748,249.4520125389099
18,19.0,-3375.43431291303,152.0,12.43421052631579,255.16501235961914
19,20.0,-3377.4736483522074,146.0,12.856164383561644,260.5880124568939
20,21.0,-3379.1068872587616,142.0,13.253521126760564,265.7710015773773
21,22.0,-3380.192805858109,138.0,13.68840579710145,270.71901273727417
22,23.0,-3382.4325030694367,134.0,14.186567164179104,275.50101232528687
23,24.0,-3383.3130745233652,130.0,14.669230769230769,280.2279989719391
24,25.0,-3384.891762681543,126.0,15.15079365079365,284.7270016670227
25,26.0,-3386.7890030669314,124.0,15.483870967741936,289.0000123977661
26,27.0,-3387.7384632312614,122.0,15.852459016393443,293.20801520347595
27,28.0,-3388.465110802041,120.0,16.083333333333332,297.31600046157837
28,29.0,-3390.5811173172456,118.0,16.43220338983051,301.4310040473938
29,30.0,-3391.4533006780516,116.0,16.70689655172414,305.4700150489807
30,31.0,-3392.2135634816655,114.0,16.70175438596491,309.385999917984
31,32.0,-3393.285417420672,112.0,16.723214285714285,313.1820123195648
32,33.0,-3393.469019862345,110.0,16.772727272727273,316.8910131454468
33,34.0,-3394.778088614289,108.0,16.89814814814815,320.53900146484375
34,35.0,-3396.3541917204125,108.0,16.962962962962962,324.0530126094818
35,36.0,-3397.34599462147,108.0,16.916666666666668,327.62499928474426
36,37.0,-3398.1055913217733,108.0,16.87962962962963,331.17600321769714
37,38.0,-3399.164385491996,108.0,16.76851851851852,334.7060010433197
38,39.0,-3400.1531874903176,108.0,16.61111111111111,338.2009994983673
39,40.0,-3400.773343892772,108.0,16.51851851851852,341.7049996852875
40,41.0,-3401.400108788733,108.0,16.35185185185185,345.239000082016
41,42.0,-3401.9727456397213,108.0,16.27777777777778,348.7960124015808
42,43.0,-3402.3890722256056,108.0,16.00925925925926,352.2820029258728
43,44.0,-3402.559686048259,108.0,15.916666666666666,355.7520124912262
44,45.0,-3402.76610503333,108.0,15.666666666666666,359.2830123901367
45,46.0,-3403.083538821365,108.0,15.50925925925926,362.74700236320496
46,47.0,-3403.272084663482,108.0,15.416666666666666,366.2060122489929
47,48.0,-3403.596710296965,108.0,15.25,369.6760003566742
48,49.0,-3403.7896821748027,108.0,15.194444444444445,373.2070121765137
49,50.0,-3404.0097739020157,108.0,15.148148148148149,376.5950126647949
50,51.0,-3404.105734226863,108.0,15.083333333333334,380.0700132846832
51,52.0,-3404.157862405353,108.0,15.0,383.5410122871399
52,53.0,-3404.3474259519253,108.0,14.944444444444445,387.0380129814148
53,54.0,-3404.407866096167,108.0,14.916666666666666,390.5080008506775
54,55.0,-3404.5408638305853,108.0,14.851851851851851,393.95901250839233
