,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,-3025.3868117552515,426.0,3.8661971830985915,29.405000925064087
1,2.0,-3065.192891665572,364.0,4.214285714285714,52.281015157699585
2,3.0,-3092.918161541918,310.0,4.616129032258065,70.36901259422302
3,4.0,-3114.063465158562,264.0,5.03030303030303,84.44801306724548
4,5.0,-3132.298666593422,226.0,5.393805309734513,95.59801292419434
5,6.0,-3149.2224165067287,194.0,5.788659793814433,104.49901247024536
6,7.0,-3168.1035151486003,166.0,6.156626506024097,111.72399973869324
7,8.0,-3182.6898288050925,142.0,6.535211267605634,117.62801361083984
8,9.0,-3200.2500309078714,122.0,6.80327868852459,122.44301247596741
9,10.0,-3213.3399429149827,104.0,7.105769230769231,126.37901258468628
10,11.0,-3231.000990340667,90.0,7.366666666666666,129.604012966156
11,12.0,-3249.9167536151417,78.0,7.717948717948718,132.30000114440918
12,13.0,-3260.3453680952157,68.0,7.838235294117647,134.6030125617981
13,14.0,-3284.9139477971585,58.0,8.03448275862069,136.54001259803772
14,15.0,-3307.383827557559,50.0,8.32,138.16400027275085
15,16.0,-3324.7637331564506,44.0,7.9772727272727275,139.5719997882843
16,17.0,-3336.654400539144,38.0,8.18421052631579,140.77000069618225
17,18.0,-3342.1963204604917,34.0,8.382352941176471,141.79700016975403
18,19.0,-3350.3153319258136,30.0,8.6,142.74499988555908
19,20.0,-3356.127210869015,26.0,8.692307692307692,143.58499932289124
20,21.0,-3362.1112248974646,24.0,9.083333333333334,144.30899930000305
21,22.0,-3360.6428013740747,22.0,9.363636363636363,144.97000336647034
22,23.0,-3365.5697493361877,20.0,9.55,145.58800268173218
23,24.0,-3370.1712094105724,18.0,9.944444444444445,146.143000125885
24,25.0,-3374.2408564376537,16.0,10.4375,146.65799927711487
25,26.0,-3377.074224513334,14.0,10.714285714285714,147.09800386428833
26,27.0,-3378.2078991236426,12.0,11.583333333333334,147.50400066375732
27,28.0,-3379.6549500959186,12.0,11.916666666666666,147.83500027656555
28,29.0,-3381.224964223371,12.0,11.916666666666666,148.1629991531372
29,30.0,-3381.8996221855646,12.0,12.166666666666666,148.48900079727173
30,31.0,-3383.0429659963015,12.0,12.416666666666666,148.82199907302856
31,32.0,-3382.398382741752,12.0,12.583333333333334,149.15499925613403
32,33.0,-3382.9458998642913,12.0,12.75,149.48500275611877
33,34.0,-3383.808661723005,12.0,13.0,149.81700468063354
34,35.0,-3384.785115309361,12.0,13.25,150.16399908065796
35,36.0,-3385.241684260645,12.0,13.166666666666666,150.4919993877411
36,37.0,-3385.7453072324533,12.0,13.166666666666666,150.82699942588806
37,38.0,-3385.4920801502576,12.0,13.166666666666666,151.16199898719788
38,39.0,-3385.8819480719503,12.0,13.166666666666666,151.4890010356903
39,40.0,-3386.194144797743,12.0,13.416666666666666,151.82699942588806
40,41.0,-3386.587585458167,12.0,13.583333333333334,152.15000104904175
41,42.0,-3386.957760278918,12.0,13.75,152.47600054740906
42,43.0,-3387.548804738513,12.0,13.666666666666666,152.8009991645813
43,44.0,-3388.087668406973,12.0,13.833333333333334,153.1220030784607
44,45.0,-3388.504851884211,12.0,13.75,153.4420006275177
45,46.0,-3388.563097423778,12.0,13.75,153.77199983596802
46,47.0,-3388.4537155298835,12.0,13.833333333333334,154.08699941635132
47,48.0,-3388.790485208854,12.0,14.166666666666666,154.41899919509888
