,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,-2962.5343497649965,450.0,3.668888888888889,45.67601132392883
1,2.0,-2981.952316775576,406.0,3.8669950738916254,78.84401154518127
2,3.0,-2998.702956049783,366.0,4.01912568306011,108.14401173591614
3,4.0,-3003.5107741550605,330.0,4.093939393939394,132.24999904632568
4,5.0,-3018.5204616659385,298.0,4.241610738255034,150.95199847221375
5,6.0,-3017.3232070973395,270.0,4.314814814814815,168.0920114517212
6,7.0,-3031.6123695998367,244.0,4.409836065573771,181.93701171875
7,8.0,-3035.7725172480527,220.0,4.5227272727272725,193.9849989414215
8,9.0,-3028.4926832079295,198.0,4.646464646464646,205.3820116519928
9,10.0,-3046.1341386100426,180.0,4.7555555555555555,215.11801171302795
10,11.0,-3059.8111635234745,162.0,4.8765432098765435,223.0369997024536
11,12.0,-3066.5802864420093,146.0,5.1438356164383565,229.91501140594482
12,13.0,-3072.5054375661584,132.0,5.3106060606060606,235.78901147842407
13,14.0,-3076.431475357992,120.0,5.55,240.39701128005981
14,15.0,-3105.157619609069,108.0,5.805555555555555,244.53201150894165
15,16.0,-3121.044724940511,98.0,6.040816326530612,248.4930121898651
16,17.0,-3116.4644702681903,90.0,6.011111111111111,251.75101113319397
17,18.0,-3120.9694211370766,82.0,6.170731707317073,254.63901162147522
18,19.0,-3126.5595464755525,74.0,6.324324324324325,257.31201124191284
19,20.0,-3128.789161725429,68.0,6.573529411764706,259.8050112724304
20,21.0,-3155.278252943022,62.0,6.790322580645161,261.8870117664337
21,22.0,-3154.7567146677866,56.0,7.25,263.71799874305725
22,23.0,-3145.5048566163027,52.0,7.326923076923077,265.47699904441833
23,24.0,-3160.0919431740163,48.0,7.416666666666667,266.99499917030334
24,25.0,-3190.1057912233287,44.0,7.840909090909091,268.39601159095764
25,26.0,-3201.3449383059315,40.0,8.175,269.5909991264343
26,27.0,-3234.32493439197,36.0,8.694444444444445,270.73799896240234
27,28.0,-3235.4811161949674,34.0,8.882352941176471,271.7569990158081
28,29.0,-3231.1816610470864,32.0,8.875,272.6659986972809
29,30.0,-3256.9708873292384,30.0,9.166666666666666,273.5149989128113
30,31.0,-3259.397059622693,28.0,9.178571428571429,274.29399824142456
31,32.0,-3259.0997218053994,26.0,9.384615384615385,275.09299993515015
32,33.0,-3269.8004427195497,24.0,9.708333333333334,275.7529981136322
33,34.0,-3288.5679143064813,22.0,10.0,276.3870005607605
34,35.0,-3293.786401342031,20.0,10.15,276.96499824523926
35,36.0,-3301.687188584896,18.0,10.055555555555555,277.46499967575073
36,37.0,-3306.5708422927833,18.0,10.222222222222221,277.947998046875
37,38.0,-3287.671802777149,18.0,10.277777777777779,278.4280002117157
38,39.0,-3293.55979120721,18.0,10.166666666666666,278.96199798583984
39,40.0,-3289.634802204699,18.0,10.222222222222221,279.4389982223511
40,41.0,-3312.4232542364634,18.0,10.61111111111111,279.95201230049133
41,42.0,-3307.9233266460787,18.0,10.61111111111111,280.43199920654297
42,43.0,-3308.6941855236996,18.0,10.722222222222221,280.9169981479645
43,44.0,-3312.772923686267,18.0,10.777777777777779,281.41199827194214
44,45.0,-3304.035895361381,18.0,11.055555555555555,281.8869993686676
45,46.0,-3310.6241853150027,18.0,11.222222222222221,282.37699937820435
46,47.0,-3319.03964221209,18.0,11.555555555555555,282.8629994392395
47,48.0,-3328.589155224648,18.0,11.38888888888889,283.3350009918213
48,49.0,-3327.06764559882,18.0,11.444444444444445,283.80299854278564
49,50.0,-3333.9398745544167,18.0,11.61111111111111,284.2889997959137
50,51.0,-3333.1504805955715,18.0,11.722222222222221,284.7630033493042
51,52.0,-3322.770980593348,18.0,11.666666666666666,285.23500084877014
52,53.0,-3332.313545408042,18.0,11.666666666666666,285.7099983692169
53,54.0,-3334.837090680089,18.0,11.88888888888889,286.2579987049103
54,55.0,-3330.46523599416,18.0,11.944444444444445,286.7149991989136
55,56.0,-3333.3243833273973,18.0,11.944444444444445,287.2110004425049
56,57.0,-3332.253919027139,18.0,11.833333333333334,287.6969995498657
