,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,13.177380833977065,400.0,5.815110099995735,38.665998220443726
1,2.0,14.323354589607556,320.0,5.978397130577691,64.6250114440918
2,3.0,15.085215444027819,256.0,6.083434801131918,81.11801099777222
3,4.0,16.06237758107176,206.0,6.2041442787330645,93.32501125335693
4,5.0,17.216693340013247,166.0,6.34164124642745,102.36301136016846
5,6.0,18.33694715968458,134.0,6.528442521371492,108.85601115226746
6,7.0,19.344950662597288,108.0,6.581734343344151,113.82801342010498
7,8.0,20.10206552712675,88.0,6.600256918770255,117.50801348686218
8,9.0,20.991806426662173,72.0,6.557201794745823,120.31201314926147
9,10.0,21.285461993956016,58.0,6.609827683325831,122.45601344108582
10,11.0,22.566293033248588,48.0,6.727515524004342,124.29199886322021
11,12.0,23.104131117343027,40.0,6.719896985127056,125.70499849319458
12,13.0,23.35913911306007,32.0,6.6906101286967115,126.85901117324829
13,14.0,23.7015747990481,26.0,6.579109266546594,127.80801105499268
14,15.0,25.07202870996614,22.0,6.699637124104303,128.5610110759735
15,16.0,24.478414208183878,18.0,6.483478829417515,129.16699862480164
16,17.0,23.30715446256874,16.0,6.1021255372986625,129.66501116752625
17,18.0,22.358240967588888,14.0,5.749624818008373,130.10899877548218
18,19.0,23.22208263519133,12.0,5.806171360862468,130.5890109539032
19,20.0,22.198124702168187,10.0,5.694159754743149,130.93299841880798
20,21.0,21.619303102281364,8.0,5.594918286689937,131.20999908447266
21,22.0,21.710299825530765,8.0,5.594918286689937,131.43700003623962
22,23.0,21.815016183849924,8.0,5.5949182866899365,131.67800068855286
23,24.0,22.009875620425127,8.0,5.594918286689937,131.90801119804382
24,25.0,21.45117997134973,8.0,5.422557613641466,132.1550121307373
25,26.0,19.438812039490042,8.0,5.076442090510341,132.37301087379456
26,27.0,17.654461542752525,8.0,4.770394004362341,132.60099935531616
27,28.0,17.715056688525124,8.0,4.714440616584033,132.86501145362854
28,29.0,17.70916419021536,8.0,4.714440616584034,133.11499857902527
29,30.0,16.691813640223444,8.0,4.683190616584035,133.35100102424622
30,31.0,16.16846203121752,8.0,4.59532309026994,133.5939998626709
31,32.0,16.2040349819739,8.0,4.56407309026994,133.8459997177124
32,33.0,12.861547912350213,8.0,3.9753051396943184,134.07399916648865
33,34.0,12.372223577614301,8.0,3.975305139694318,134.31299948692322
34,35.0,11.583359146989794,8.0,3.850305139694318,134.5569989681244
35,36.0,11.551629869953441,8.0,3.8503051396943184,134.82899975776672
36,37.0,10.999409627288035,8.0,3.7404444666458474,135.05401182174683
37,38.0,10.304870465020697,8.0,3.7404444666458474,135.30099940299988
38,39.0,10.35341799244654,8.0,3.7404444666458474,135.52201128005981
39,40.0,10.429150974768126,8.0,3.7404444666458474,135.74701142311096
40,41.0,10.42718924289617,8.0,3.7404444666458474,135.98200011253357
41,42.0,9.968817150479365,8.0,3.6779444666458474,136.21001148223877
