,flyash,water,coarseaggregate,age,cement-coarseaggregate,slag-water,slag-fineaggregate,flyash-fineaggregate,water-cement,water-fineaggregate,superplasticizer-cement,clase,fitness,grupo_cruce,seleccionado,con_mutacion,fila
0,-0.736642635276421,0.75,0.25997157427161516,0.04186423850073646,-0.00011158712239604401,0.0,-0.0018044693011676422,0.0,-6.090123860128407e-05,0.0,0.011504024259448421,P,0.00013674205543569976,0.0,1.0,0.0,11.0
1,-0.736642635276421,0.75,0.25,0.05305634024425288,-0.00020635093328477317,0.0,-0.0018044693011676422,0.0,0.0,0.0,0.013781771636212593,P,0.00013214027941782256,0.0,1.0,0.0,12.0
2,-0.736642635276421,0.75,0.21731315125069806,0.04186423850073646,0.0,0.0,-3.5289689175200144e-05,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.00013430045919049876,0.0,1.0,0.0,13.0
3,-0.736642635276421,0.75,0.2545408085932932,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0,0.0,0.0,0.013781771636212593,P,0.0001327802787588569,0.0,1.0,0.0,14.0
4,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,0.0,-3.5289689175200144e-05,0.0,0.0,0.0,0.011504024259448421,P,0.0001377121259473361,0.0,1.0,0.0,15.0
5,-0.7702421056768066,0.75,0.2368777273983357,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.00013145975806876933,0.0,1.0,0.0,16.0
6,-0.736642635276421,0.75,0.25236062555714184,0.057921706974605455,0.0,5.6043868589371074e-05,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.011504024259448421,P,0.0001336860575298296,0.0,1.0,0.0,17.0
7,-0.736642635276421,0.75,0.25,0.057921706974605455,-0.00011158712239604401,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.00013094408453920192,0.0,1.0,0.0,18.0
8,-0.736642635276421,0.75,0.24457741699370683,0.057921706974605455,-0.00011158712239604401,1.1978626030800761e-05,-0.0018044693011676422,0.0,0.0,0.0,0.01328661017912824,P,0.00013186736209943963,0.0,1.0,0.0,19.0
9,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,0.0,8.495043705694416e-05,0.0,0.0,0.0,0.011504024259448421,P,0.00013828680393573124,0.0,1.0,0.0,20.0
10,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0,0.0,0.0,0.013781771636212593,P,0.00013248550454824306,0.0,1.0,0.0,21.0
11,-0.6849324639004803,0.75,0.25,0.05305634024425288,-0.00010713435648077403,0.0,-0.0018044693011676422,0.0,0.0,0.0,0.013781771636212593,P,0.0001313484308859896,5.0,1.0,0.0,22.0
12,-0.736642635276421,0.75,0.24457741699370683,0.057921706974605455,-0.00011158712239604401,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.0001307543328875138,22.0,1.0,0.0,23.0
13,-0.6849324639004803,0.75,0.25,0.05305634024425288,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.013781771636212593,P,0.00013149244158429133,4.0,1.0,0.0,24.0
14,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.013781771636212593,P,0.0001316556670661367,0.0,1.0,0.0,25.0
15,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.011504024259448421,P,0.00013395378343574295,0.0,1.0,0.0,26.0
16,-0.6816568586016218,0.75,0.24457741699370683,0.04186423850073646,-0.00011158712239604401,0.0,8.495043705694416e-05,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.00013683977171180748,0.0,1.0,0.0,27.0
17,-0.6849324639004803,0.75,0.25,0.07359830791013737,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.00013146036306718197,7.0,1.0,0.0,28.0
18,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,-3.3769097628530065e-05,-0.0018044693011676422,0.0,0.0,0.0,0.01328661017912824,P,0.00013210797138701766,0.0,1.0,0.0,29.0
19,-0.6668837157592493,0.75,0.2368777273983357,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0,0.0,0.0,0.013781771636212593,P,0.00013060808303623928,0.0,1.0,0.0,30.0
20,-0.6816568586016218,0.75,0.24457741699370683,0.057921706974605455,-0.00011158712239604401,3.0541867529637514e-05,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.0001302900219920632,19.0,1.0,0.0,31.0
21,-0.736642635276421,0.75,0.25,0.04186423850073646,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.011504024259448421,P,0.0001352809744361633,0.0,1.0,0.0,32.0
22,-0.6849324639004803,0.75,0.25,0.07359830791013737,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.013781771636212593,P,0.00013243410220734977,0.0,1.0,0.0,33.0
23,-0.736642635276421,0.75,0.25,0.09371271736731981,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.01328661017912824,P,0.0001342579404395895,0.0,1.0,0.0,34.0
24,-0.6849324639004803,0.75,0.25,0.05305634024425288,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.013781771636212593,P,0.00013149244158429133,3.0,1.0,0.0,35.0
25,-0.6816568586016218,0.75,0.24457741699370683,0.057921706974605455,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.011504024259448421,P,0.0001329071564585883,0.0,1.0,0.0,36.0
26,-0.6849324639004803,0.75,0.25,0.05305634024425288,0.0,0.0,-0.0018044693011676422,0.0014774823116375493,0.0,0.0,0.013781771636212593,P,0.00013149244158429133,0.0,1.0,0.0,37.0
27,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,5.6043868589371074e-05,-0.0018044693011676422,0.0007385869698068199,0.0,0.0,0.01234484459774421,P,0.00013219575286622085,0.0,1.0,0.0,38.0
28,-0.736642635276421,0.75,0.25,0.04186423850073646,0.0,0.0,-3.5289689175200144e-05,0.0,0.0,0.0,0.011504024259448421,P,0.00013722453982841507,0.0,1.0,0.0,39.0
29,-0.736642635276421,0.75,0.25,0.057921706974605455,0.0,9.668026347686538e-05,0.0,0.0,0.0,0.0,0.011504024259448421,P,0.00013819298329784843,0.0,1.0,0.0,40.0
30,-0.7121088714871844,0.75,0.25,0.057921706974605455,0.0,0.0,0.0,0.0014774823116375493,0.0,0.0,0.012116364282957006,P,0.00013589453625909622,0.0,1.0,0.0,41.0
