,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,9.744105666399745,400.0,5.338544668348489,29.849002599716187
1,2.0,8.017476066602237,320.0,5.0586320801587386,51.138001680374146
2,3.0,6.651154961858789,256.0,4.823065559503387,66.35500288009644
3,4.0,5.59947792020736,206.0,4.622537416261631,77.46900153160095
4,5.0,4.791476975698871,166.0,4.518864962113124,85.65300154685974
5,6.0,4.015103901552304,134.0,4.322906911576029,91.81700086593628
6,7.0,3.270802532690277,108.0,4.091268354728628,96.52900099754333
7,8.0,2.677495478989617,88.0,3.8746040406620477,100.13000106811523
8,9.0,2.129733416000499,72.0,3.7097359758434365,102.94800186157227
9,10.0,1.664565112572312,58.0,3.531751650787429,105.18800091743469
10,11.0,1.2287635563039687,48.0,3.3220288894229544,106.93800091743469
11,12.0,0.9413812902282548,40.0,3.0721908914392198,108.35800075531006
12,13.0,0.6320235245778094,32.0,2.992481128520385,109.56900000572205
13,14.0,0.36378135213892904,26.0,2.724404827542303,110.48900079727173
14,15.0,0.2483732163016563,22.0,2.7346010337171354,111.22800326347351
15,16.0,0.18175369548976084,18.0,2.509846077906556,111.85400032997131
16,17.0,0.1400419575965113,16.0,2.5526857426489293,112.37000036239624
17,18.0,0.12208938218478374,14.0,2.6005944066458153,112.82400012016296
18,19.0,0.09938350123388003,12.0,2.6101177441910233,113.2260000705719
19,20.0,0.07114871195937093,10.0,2.78086238126208,113.57300209999084
20,21.0,0.062564605477707,8.0,2.7133427730890944,113.85900115966797
21,22.0,0.05148160876307504,8.0,2.682092773089095,114.08900141716003
22,23.0,0.04371270037630106,8.0,2.650842773089095,114.32999992370605
23,24.0,0.039075437245681854,8.0,2.6775836958232326,114.57000088691711
24,25.0,0.034132119423073724,8.0,2.615083695823232,114.81000185012817
25,26.0,0.03139583936240479,8.0,2.6564564972257565,115.0440022945404
26,27.0,0.03096246811122071,8.0,2.610775329325362,115.27800226211548
27,28.0,0.03059825950051333,8.0,2.74130749492029,115.51100158691406
28,29.0,0.03037706724045379,8.0,2.903539718876917,115.73799896240234
29,30.0,0.030320223809414685,8.0,2.934789718876917,115.97099876403809
30,31.0,0.03026338037837558,8.0,2.966039718876917,116.20800065994263
31,32.0,0.030206536947336476,8.0,2.997289718876917,116.44000101089478
32,33.0,0.03014969351629737,8.0,3.028539718876917,116.66200113296509
33,34.0,0.03014969351629737,8.0,3.028539718876917,116.88200116157532
34,35.0,0.03014969351629737,8.0,3.028539718876917,117.10099816322327
35,36.0,0.03014969351629737,8.0,3.028539718876917,117.32100081443787
36,37.0,0.03014969351629737,8.0,3.028539718876917,117.5490038394928
37,38.0,0.03014969351629737,8.0,3.028539718876917,117.76899838447571
38,39.0,0.03014969351629737,8.0,3.028539718876917,117.98699879646301
39,40.0,0.03014969351629737,8.0,3.028539718876917,118.20799899101257
40,41.0,0.03014969351629737,8.0,3.028539718876917,118.43400049209595
41,42.0,0.03014969351629737,8.0,3.028539718876917,118.65599822998047
