,flyash,water,coarseaggregate,age,cement-coarseaggregate,slag-water,slag-fineaggregate,flyash-fineaggregate,water-cement,water-fineaggregate,superplasticizer-cement,clase,fitness,grupo_cruce,seleccionado,con_mutacion,fila
0,-0.4878658482752383,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017273822035634404,0.0,1.0,0.0,6.0
1,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,7.0
2,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,8.0
3,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,9.0
4,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,10.0
5,-0.4704071778818152,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017291710048015422,26.0,1.0,0.0,11.0
6,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,12.0
7,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,13.0
8,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,14.0
9,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,15.0
10,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,11.0,1.0,0.0,16.0
11,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,17.0
12,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,18.0
13,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,19.0
14,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,20.0
15,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,21.0
16,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,22.0
17,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,23.0
18,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,24.0
19,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,25.0
20,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0024834552294868304,0.0,-0.0042053647006186695,0.0,P,0.00017266424351638793,21.0,1.0,0.0,26.0
21,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,27.0
22,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,28.0
23,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,29.0
24,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,30.0
25,-0.4878658482752383,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017273822035634404,0.0,1.0,0.0,31.0
26,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,21.0,1.0,0.0,32.0
27,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0024834552294868304,0.0,-0.0042053647006186695,0.0,P,0.00017266424351638793,13.0,1.0,0.0,33.0
28,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,34.0
29,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,35.0
30,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,36.0
31,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,12.0,1.0,0.0,37.0
32,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,38.0
33,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,10.0,1.0,0.0,39.0
34,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,40.0
35,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,41.0
36,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,42.0
37,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,22.0,1.0,0.0,43.0
38,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,-0.0012963112389379223,0.0,-0.0042053647006186695,0.0,P,0.00017293050459711554,0.0,1.0,0.0,44.0
39,-0.4694026538349211,0.25,1.1724679649245608,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042053647006186695,0.0,P,0.00017369899365052638,0.0,1.0,0.0,45.0
