,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,-3006.5092693693746,450.0,3.7511111111111113,30.750011444091797
1,2.0,-3041.812179387406,406.0,4.0492610837438425,56.60501170158386
2,3.0,-3070.664114048165,366.0,4.330601092896175,78.74701166152954
3,4.0,-3087.2235717855333,330.0,4.648484848484848,97.81801176071167
4,5.0,-3100.3809089429687,298.0,4.926174496644295,113.9170184135437
5,6.0,-3116.9305850563273,270.0,5.225925925925926,127.77001214027405
6,7.0,-3129.992607838483,244.0,5.528688524590164,139.62999868392944
7,8.0,-3147.5923745948035,220.0,5.913636363636364,149.9040012359619
8,9.0,-3158.566775620987,198.0,6.196969696969697,158.78501224517822
9,10.0,-3169.173281563665,180.0,6.566666666666666,166.41201162338257
10,11.0,-3183.326831640598,162.0,7.006172839506172,173.10300064086914
11,12.0,-3194.721709029131,146.0,7.376712328767123,178.92400074005127
12,13.0,-3206.2726150129947,132.0,7.712121212121212,184.14699912071228
13,14.0,-3215.199578752508,120.0,8.025,188.7720000743866
14,15.0,-3224.467351983018,108.0,8.37037037037037,192.71699929237366
15,16.0,-3235.276388492134,98.0,8.755102040816327,196.2059988975525
16,17.0,-3242.313391825293,90.0,8.944444444444445,199.2770116329193
17,18.0,-3258.651347123814,82.0,9.304878048780488,202.10599899291992
18,19.0,-3275.2155082950703,74.0,9.608108108108109,204.64001178741455
19,20.0,-3290.0140219788623,68.0,9.735294117647058,206.82401156425476
20,21.0,-3304.9705094991987,62.0,10.096774193548388,208.8060119152069
21,22.0,-3327.9532918646914,56.0,10.25,210.5840117931366
22,23.0,-3335.7806464651267,52.0,10.75,212.18399906158447
23,24.0,-3350.3938201696405,48.0,10.875,213.65699934959412
24,25.0,-3357.686845630506,44.0,11.204545454545455,215.01699948310852
25,26.0,-3363.9593624325257,40.0,11.55,216.24599957466125
26,27.0,-3364.412722104159,36.0,12.0,217.33699989318848
27,28.0,-3369.349406976374,34.0,12.147058823529411,218.31999921798706
28,29.0,-3371.6848522805594,32.0,12.3125,219.24900126457214
29,30.0,-3372.0226356432145,30.0,12.5,220.13899946212769
30,31.0,-3374.955156550904,28.0,12.642857142857142,220.9599986076355
31,32.0,-3375.283914393859,26.0,12.76923076923077,221.71399855613708
32,33.0,-3374.002744063804,24.0,13.208333333333334,222.42399835586548
33,34.0,-3377.993135457998,22.0,13.772727272727273,223.06999850273132
34,35.0,-3378.928117674857,20.0,14.0,223.66499853134155
35,36.0,-3384.138010021818,18.0,14.055555555555555,224.200998544693
36,37.0,-3384.7596793170887,18.0,14.222222222222221,224.68399858474731
37,38.0,-3386.023970323588,18.0,14.61111111111111,225.1649992465973
38,39.0,-3386.773256123491,18.0,14.555555555555555,225.65199995040894
39,40.0,-3388.3749346170557,18.0,14.61111111111111,226.1329984664917
40,41.0,-3388.951650867459,18.0,15.055555555555555,226.62599849700928
41,42.0,-3390.3754798898162,18.0,15.444444444444445,227.11700177192688
42,43.0,-3391.5489652155893,18.0,15.777777777777779,227.61100006103516
43,44.0,-3391.890739087966,18.0,16.166666666666668,228.09799981117249
44,45.0,-3391.7876677087997,18.0,16.166666666666668,228.58900141716003
45,46.0,-3393.5359577374825,18.0,16.444444444444443,229.08499836921692
46,47.0,-3392.5068214362404,18.0,16.444444444444443,229.5779983997345
47,48.0,-3394.517317413375,18.0,16.61111111111111,230.06700015068054
48,49.0,-3395.5161110889853,18.0,16.38888888888889,230.5629997253418
49,50.0,-3397.1107724739372,18.0,16.444444444444443,231.05599880218506
50,51.0,-3396.6800690433915,18.0,16.666666666666668,231.55000352859497
51,52.0,-3397.432032858082,18.0,17.0,232.04900455474854
52,53.0,-3397.3730506732168,18.0,16.77777777777778,232.57199835777283
53,54.0,-3398.460704279225,18.0,16.72222222222222,233.05899834632874
54,55.0,-3398.3000745498016,18.0,16.72222222222222,233.5539996623993
55,56.0,-3398.790685817377,18.0,16.77777777777778,234.0499985218048
56,57.0,-3399.5757596407743,18.0,16.666666666666668,234.53999829292297
