,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,-3006.5083973176456,452.0,3.7831858407079646,30.513012170791626
1,2.0,-3047.9576022351835,408.0,4.1004901960784315,56.701011657714844
2,3.0,-3071.6535817001145,370.0,4.364864864864865,78.8750114440918
3,4.0,-3090.8803178426733,334.0,4.727544910179641,97.87601137161255
4,5.0,-3108.5078877473297,302.0,5.096026490066225,114.19001150131226
5,6.0,-3127.301629271006,274.0,5.408759124087592,128.2360122203827
6,7.0,-3140.10330956197,248.0,5.701612903225806,140.33901143074036
7,8.0,-3152.1832099307762,226.0,6.017699115044247,150.86101174354553
8,9.0,-3166.336805476833,206.0,6.330097087378641,160.1840114593506
9,10.0,-3176.494721350514,188.0,6.632978723404255,168.26000332832336
10,11.0,-3187.496092681705,172.0,6.930232558139535,175.40000104904175
11,12.0,-3199.431488907061,156.0,7.230769230769231,181.7590115070343
12,13.0,-3215.6071918467765,142.0,7.584507042253521,187.27501153945923
13,14.0,-3225.8511124054253,130.0,7.876923076923077,192.21400356292725
14,15.0,-3242.6210015030993,118.0,8.220338983050848,196.60001182556152
15,16.0,-3252.2894112782833,108.0,8.537037037037036,200.44501161575317
16,17.0,-3264.448858659289,100.0,8.74,203.95701146125793
17,18.0,-3276.2140060283964,92.0,9.043478260869565,207.1059992313385
18,19.0,-3294.4201297832533,84.0,9.119047619047619,209.94501185417175
19,20.0,-3308.713177562032,78.0,9.307692307692308,212.51001167297363
20,21.0,-3327.289682743677,72.0,9.472222222222221,214.85399889945984
21,22.0,-3339.300091919813,66.0,9.636363636363637,216.97001147270203
22,23.0,-3345.7917560886517,62.0,9.983870967741936,218.88801169395447
23,24.0,-3354.621578345871,58.0,10.448275862068966,220.67400002479553
24,25.0,-3360.884549582584,54.0,10.944444444444445,222.34199976921082
25,26.0,-3363.9532816581254,50.0,11.52,223.90499925613403
26,27.0,-3368.7777391597333,46.0,11.934782608695652,225.33999872207642
27,28.0,-3370.617218962203,44.0,12.409090909090908,226.63299989700317
28,29.0,-3371.9151437985793,42.0,12.80952380952381,227.88399934768677
29,30.0,-3372.9945551062838,40.0,13.25,229.0509991645813
30,31.0,-3376.727398577852,38.0,13.789473684210526,230.15699911117554
31,32.0,-3379.153877953217,36.0,14.11111111111111,231.20799899101257
32,33.0,-3380.206218917741,34.0,14.441176470588236,232.21499919891357
33,34.0,-3381.327425316351,32.0,14.9375,233.17199969291687
34,35.0,-3384.707924322428,30.0,15.4,234.04999995231628
35,36.0,-3386.245218393236,28.0,16.0,234.8879988193512
36,37.0,-3387.4472400806567,28.0,16.178571428571427,235.65299820899963
37,38.0,-3388.0947618526593,28.0,16.285714285714285,236.43199849128723
38,39.0,-3389.0787654368683,28.0,16.642857142857142,237.19699835777283
39,40.0,-3392.315445827374,28.0,16.571428571428573,237.9639995098114
40,41.0,-3393.031398302107,28.0,16.571428571428573,238.7440001964569
41,42.0,-3391.7041635199107,28.0,16.821428571428573,239.58700013160706
42,43.0,-3394.1490599956696,28.0,16.857142857142858,240.3959984779358
43,44.0,-3395.314481867547,28.0,16.892857142857142,241.20700073242188
44,45.0,-3396.4099302256614,28.0,16.821428571428573,241.98400139808655
45,46.0,-3396.786438790569,28.0,16.964285714285715,242.8090000152588
46,47.0,-3397.6521701781417,28.0,16.928571428571427,243.60700035095215
47,48.0,-3398.3741615132303,28.0,16.964285714285715,244.38200116157532
48,49.0,-3398.9075982535765,28.0,17.035714285714285,245.14200115203857
49,50.0,-3398.566999070947,28.0,16.928571428571427,245.91100001335144
50,51.0,-3399.3724564333756,28.0,16.821428571428573,246.6989996433258
51,52.0,-3399.751202751853,28.0,16.75,247.4739978313446
52,53.0,-3400.1875082532774,28.0,16.464285714285715,248.23499965667725
53,54.0,-3400.6907903538886,28.0,16.321428571428573,248.986998796463
54,55.0,-3400.9690821760755,28.0,16.321428571428573,249.7469997406006
55,56.0,-3401.257755394136,28.0,16.392857142857142,250.49999833106995
56,57.0,-3401.4719915294218,28.0,16.25,251.2659993171692
