,iteracion,media_fitness,nro_cromosomas,nro_variables,segundos
0,1.0,9.508935220474338,410.0,5.514009850728852,30.179009675979614
1,2.0,7.562386819836492,338.0,5.192657265697642,52.56901001930237
2,3.0,5.810134421036084,280.0,4.868378177248173,69.33499765396118
3,4.0,4.260439968049147,234.0,4.573134697823709,82.1050124168396
4,5.0,2.993874947684338,198.0,4.20657474601002,92.08000993728638
5,6.0,1.9630612393297493,168.0,3.8638757860292308,100.06600999832153
6,7.0,1.2251198737450586,144.0,3.580595272143519,106.52799773216248
7,8.0,0.743909655436905,126.0,3.321920037143816,111.80400967597961
8,9.0,0.4559902518024151,110.0,3.1246529223862844,116.28700947761536
9,10.0,0.3130880191766311,98.0,2.911640083360453,120.05400943756104
10,11.0,0.17269263675716265,88.0,2.7669551029113446,123.35300922393799
11,12.0,0.10071584936638314,80.0,2.7261432310638076,126.25700950622559
12,13.0,0.06445477944165504,74.0,2.670588442539047,128.85400915145874
13,14.0,0.038825128584451966,70.0,2.580807402889958,131.30100965499878
14,15.0,0.025344457408286294,66.0,2.42808729847578,133.52800965309143
15,16.0,0.012400279645621374,62.0,2.3284675173233262,135.61600995063782
16,17.0,0.004908505372712338,60.0,2.1972907173905907,137.55600929260254
17,18.0,0.0025362195970921385,58.0,2.16532353079514,139.43699741363525
18,19.0,0.001095550349775721,56.0,2.0728302069776836,141.24500942230225
19,20.0,0.0007994353636313579,54.0,1.9293872329191493,142.9820098876953
20,21.0,0.000631811761225398,54.0,1.7603712231863549,144.66000986099243
21,22.0,0.00047794171610502495,54.0,1.658633814672105,146.37000966072083
22,23.0,0.0003870819400874639,54.0,1.669421401748567,148.04800939559937
23,24.0,0.0003409300519874764,54.0,1.5736288148722077,149.72600960731506
24,25.0,0.0002958307134962044,54.0,1.4506955044101657,151.40300965309143
25,26.0,0.00027355921938390675,54.0,1.4082411528832526,153.0750093460083
26,27.0,0.00024840793266418955,54.0,1.3599830194301237,154.74800968170166
27,28.0,0.00023591137294107605,54.0,1.2910548991078878,156.42100930213928
28,29.0,0.00022186478909200498,54.0,1.2174300793428483,158.09400916099548
29,30.0,0.00020904355596792094,54.0,1.1828459890628569,159.75901174545288
30,31.0,0.00019395599778716124,54.0,1.1694107431503329,161.4369969367981
31,32.0,0.00018254138160895474,54.0,1.1592427235176603,163.14701008796692
32,33.0,0.00017240585514105545,54.0,1.1661288522608182,164.8250093460083
33,34.0,0.0001673763887423365,54.0,1.179205721254174,166.50000929832458
34,35.0,0.00016209975402375505,54.0,1.177489532359149,168.19199752807617
35,36.0,0.00015904659222275123,54.0,1.1804629261017454,169.88899779319763
36,37.0,0.00015659057503570727,54.0,1.1884455583462097,171.59299731254578
37,38.0,0.00015371432648555989,54.0,1.199496432330311,173.2860095500946
38,39.0,0.0001516830096551515,54.0,1.202105245045384,174.96401000022888
39,40.0,0.0001495792860866395,54.0,1.198351307459728,176.6410095691681
40,41.0,0.0001476854464929728,54.0,1.1995787630786356,178.34801197052002
